id,source,pdf_page,table,original_detail_numbers,class_text,description,requirements,image,status
ec3-037-t01-d04,ec3,37,8.10,7,36*,"7) Ala di sezione a T con saldature a
cordoni d’angolo.","7) Intervallo di variazione della tensione ∆σvert
nella gola della saldatura dovuto alla
compressione verticale derivante dai carichi
trasmessi dalla ruota.",assets/details/ec3-037-t01-d04.png,extracted_not_engineering_validated
ec3-041-t01-d01,ec3,41,B.1,1,112,"1) Giunzione saldata di testa a completa
penetrazione.","1)
- Tutte le saldature livellate mediante
rettifica fino alla superficie della
piastra in direzione parallela alla
freccia.
- Utilizzare talloni di estremità e
rimuoverli successivamente, livellare
mediante rettifica le estremità delle
lamiere in direzione della tensione.
- Saldature su entrambi i lati verificate
secondo NDT.
- Per i disallineamenti vedere nota 1.",assets/details/ec3-041-t01-d01.png,extracted_not_engineering_validated
ec3-041-t01-d02,ec3,41,B.1,2,100,"2) Giunzione saldata di testa a completa
penetrazione.","2)
- Saldature non livellate mediante
rettifica.
- Utilizzare talloni di estremità e
rimuoverli successivamente, livellare
mediante rettifica le estremità delle
lamiere in direzione della tensione.
- Saldature su entrambi i lati.
- Per i disallineamenti vedere nota 1.",assets/details/ec3-041-t01-d02.png,extracted_not_engineering_validated
ec3-041-t01-d03,ec3,41,B.1,3,100,"3) Giunzioni a croce con saldature di
testa a K a completa penetrazione.","3)
- Angolo del piede della saldatura
≤60°.
- Per i disallineamenti vedere nota 1.",assets/details/ec3-041-t01-d03.png,extracted_not_engineering_validated
ec3-041-t01-d04,ec3,41,B.1,4,100,"4) Saldature a cordoni d’angolo non
soggette a carichi.","4)
- Angolo del piede della saldatura
≤60°.
- Vedere anche nota 2.",assets/details/ec3-041-t01-d04.png,extracted_not_engineering_validated
ec3-041-t01-d05,ec3,41,B.1,5,100,"5) Parti terminali di supporti, irrigidimenti
longitudinali.","5)
- Angolo del piede della saldatura
≤60°.
- Vedere anche nota 2.",assets/details/ec3-041-t01-d05.png,extracted_not_engineering_validated
iiw-047-t01-d01,iiw,47,3.2-1,111,"steel: No fatigue resistance of any detail to be higher at any
number of cycles!

Sharp edges, surface and rolling flaws to be removed
by grinding. Any machining lines or grooves to be par-
allel to stresses!

For high strength steels a higher FAT class may be used
if verified by test.; aluminium: 70
80","Rolled or extruded products, compo-
nents with machined edges, seamless
hollow sections.

        m = 5

St.:     For high strength steels a hig-
        her FAT class may be used if
         verified by test.

Al.:   AA 5000/6000 alloys
     AA 7000 alloys",,assets/details/iiw-047-t01-d01.png,extracted_not_engineering_validated
iiw-047-t01-d02,iiw,47,3.2-1,121,"steel: All visible signs of edge imperfections to be removed.
The cut surfaces to be machined or ground, all burrs to
be removed.

No repair by welding refill!

Notch effects due to shape of edges have to be conside-
red.; aluminium: ---","Machine gas cut or sheared material
with subsequent dressing, no cracks by
inspection, no visible imperfections

        m = 3",,assets/details/iiw-047-t01-d02.png,extracted_not_engineering_validated
iiw-048-t01-d01,iiw,48,3.2-1,122,steel: 125; aluminium: 40,"Machine thermally cut edges, corners
removed, no cracks by inspection

        m = 3","Notch effects due to shape of edges have to be conside-
red.",assets/details/iiw-048-t01-d01.png,extracted_not_engineering_validated
iiw-048-t01-d02,iiw,48,3.2-1,123,steel: 100; aluminium: ---,"Manually thermally cut edges, free
from cracks and severe notches

        m = 3","Notch effects due to shape of edges have to be conside-
red.",assets/details/iiw-048-t01-d02.png,extracted_not_engineering_validated
iiw-048-t01-d03,iiw,48,3.2-1,124,steel: 80; aluminium: ---,"Manually thermally cut edges, uncon-
trolled, no notch deeper
than 0.5 mm
        m = 3","Notch effects due to shape of edges have to be conside-
red.",assets/details/iiw-048-t01-d03.png,extracted_not_engineering_validated
iiw-049-t01-d01,iiw,49,3.2-1,211,steel: 112; aluminium: 45,"Transverse loaded butt weld (X-groove
or V-groove) ground flush to plate,
100% NDT","All welds ground flush to surface, grinding parallel to
direction of stress. Weld run-on and run-off pieces to be
used and subsequently removed. Plate edges to be
ground flush in direction of stress. Welded from both
sides. Misalignement < 5%

Required quality cannot be inspected by NDT !",assets/details/iiw-049-t01-d01.png,extracted_not_engineering_validated
iiw-049-t01-d02,iiw,49,3.2-1,212,steel: 90; aluminium: 36,"Transverse butt weld made in shop in
flat position,
weld reinforcement < 0.1 A thickness","Weld run-on and run-off pieces to be used and subse-
quently removed. Plate edges to be ground flush in di-
rection of stress.

Welded from both sides. Misalignment <5%",assets/details/iiw-049-t01-d02.png,extracted_not_engineering_validated
iiw-049-t01-d03,iiw,49,3.2-1,213,"steel: 80; aluminium: 32
25","Transverse butt weld not satisfying con-
ditions of 212, NDT

Al.: Butt weld with toe angle #50°
    Butt welds with toe angle >50/","Weld run-on and run-off pieces to be used and subse-
quently removed. Plate edges to be ground flush in di-
rection of stress.

Welded from both sides. Misalignment <10%",assets/details/iiw-049-t01-d03.png,extracted_not_engineering_validated
iiw-050-t01-d01,iiw,50,3.2-1,214,steel: 80; aluminium: 28-,"Transverse butt weld, welded on non-
fusible backing, root crack","Backing removed, root visually inspected.
Misalignment <10%",assets/details/iiw-050-t01-d01.png,extracted_not_engineering_validated
iiw-050-t01-d02,iiw,50,3.2-1,215,"steel: 71

63; aluminium: 25

22","Transverse butt weld on permanent ba-
cking bar terminating >10 mm from
plate edge,          else –>",Misalignment <10%,assets/details/iiw-050-t01-d02.png,extracted_not_engineering_validated
iiw-050-t01-d03,iiw,50,3.2-1,216,"steel: 71
36; aluminium: 28
12","Transverse butt welds welded from one
side without backing bar, full penetrati-
on

  root controlled by NDT
  no NDT",Misalignment <10%,assets/details/iiw-050-t01-d03.png,extracted_not_engineering_validated
iiw-051-t01-d01,iiw,51,3.2-1,217,"steel: The detail is not recommended for fatigue loaded mem-
bers.

Assessment by notch stress or fracture mechanics is
preferred.; aluminium: 12","Transverse partial penetration butt
weld, analysis based on stress in weld
throat sectional area, weld overfill not
to be taken into account.",,assets/details/iiw-051-t01-d01.png,extracted_not_engineering_validated
iiw-051-t01-d02,iiw,51,3.2-1,221,"steel: All welds ground flush to surface, grinding paralell to
direction of stress. Weld run-on and run-off pieces to be
used and subsequently removed. Plate edges to be
ground flush in direction of stress.

Misalignment <5%

Additional misalignment due to thickness step to be
considered, see chapter 3.8.2; aluminium: 45
40
32","Transverse butt weld ground flush,
NDT, with transition in thickness and
width
        slope 1:5
        slope 1:3
        slope 1:2",,assets/details/iiw-051-t01-d02.png,extracted_not_engineering_validated
iiw-051-t01-d03,iiw,51,3.2-1,222,"steel: Weld run-on and run-off pieces to be used and subse-
quently removed. Plate edges to be ground flush in di-
rection of stress.

Misalignment <10%

Additional misalignment due to thickness step to be
considered, see chapter 3.8.2; aluminium: 32
28
25","Transverse butt weld made in shop,
welded in flat position, weld profile
controlled, NDT, with transition in
thickness and width:
        slope 1:5
        slope 1:3
        slope 1:2",,assets/details/iiw-051-t01-d03.png,extracted_not_engineering_validated
iiw-052-t01-d01,iiw,52,3.2-1,223,"steel: 80
71
63; aluminium: 25
22
20","Transverse butt weld, NDT, with transi-
tion on thickness and width
        slope 1:5
        slope 1:3
        slope 1:2","Weld run-on and run-off pieces to be used and subse-
quently removed. Plate edges to be ground flush in di-
rection of stress.

Misalignment <10%

Additional misalignments due to thickness step to be
considered, see chapter 3.8.2",assets/details/iiw-052-t01-d01.png,extracted_not_engineering_validated
iiw-052-t01-d02,iiw,52,3.2-1,224,steel: 71; aluminium: 22,"Transverse butt weld, different thick-
nesses without transition,
centres aligned.
In cases, where weld profile is equiva-
lent to a moderate slope transition, see
no. 222",Misalignment <10% of smaller plate thickness,assets/details/iiw-052-t01-d02.png,extracted_not_engineering_validated
iiw-052-t01-d03,iiw,52,3.2-1,225,steel: 71; aluminium: 22,"Three plate connection, root crack",Misalignment <10%,assets/details/iiw-052-t01-d03.png,extracted_not_engineering_validated
iiw-053-t01-d01,iiw,53,3.2-1,226,steel: 100; aluminium: 40,"Transverse butt weld flange splice in
built-up section welded prior to the as-
sembly, ground flush, with radius tran-
sition, NDT","All welds ground flush to surface, grinding paralell to
direction of stress. Weld run-on and run-off pieces to be
used and subsequently removed. Plate edges to be
ground flush in direction of stress.",assets/details/iiw-053-t01-d01.png,extracted_not_engineering_validated
iiw-053-t01-d02,iiw,53,3.2-1,231,steel: 80; aluminium: 28,"Transverse butt weld splice in rolled
section or bar besides flats, ground
flush, NDT","All welds ground flush to surface, grinding paralell to
direction of stress. Weld run-on and run-off pieces to be
used and subsequently removed. Plate edges to be
ground flush in direction of stress.",assets/details/iiw-053-t01-d02.png,extracted_not_engineering_validated
iiw-053-t01-d03,iiw,53,3.2-1,232,"steel: 71
36; aluminium: 28
12","Transverse butt weld splice in circular
hollow section, welded from one side,
full penetration, root crack

         root inspected by NDT
       no NDT",Welded in flat position.,assets/details/iiw-053-t01-d03.png,extracted_not_engineering_validated
iiw-053-t01-d04,iiw,53,3.2-1,233,steel: 71; aluminium: 28,Tubular joint with permanent backing,Welded in flat position.,assets/details/iiw-053-t01-d04.png,extracted_not_engineering_validated
iiw-054-t01-d01,iiw,54,3.2-1,234,"steel: 56
36; aluminium: 25
12","Transverse butt weld splice in rectan-
gular hollow section, welded from one
side, full penetration, root crack

         root inspected by NDT
       no NDT",Welded in flat position.,assets/details/iiw-054-t01-d01.png,extracted_not_engineering_validated
iiw-054-t01-d02,iiw,54,3.2-1,241,steel: 100; aluminium: 40,"Transverse butt weld ground flush,
weld ends and radius ground, 100%
NDT at crossing flanges, radius transiti-
on.","All welds ground flush to surface, grinding paralell to
direction of stress. Weld run-on and run-off pieces to be
used and subsequently removed. Plate edges to be
ground flush in direction of stress.

Welded from both sides. No misalignment. Required
weld quality cannot be inspected by NDT",assets/details/iiw-054-t01-d02.png,extracted_not_engineering_validated
iiw-054-t01-d03,iiw,54,3.2-1,242,steel: 90; aluminium: 36,"Transverse butt weld made in shop at
flat position, weld profile controlled,
NDT, at crossing flanges, radius transi-
tion","Weld run-on and run-off pieces to be used and subse-
quently removed. Plate edges to be ground flush in di-
rection of stress.

Welded from both sides.Misalignment <5%",assets/details/iiw-054-t01-d03.png,extracted_not_engineering_validated
iiw-055-t01-d01,iiw,55,3.2-1,243,steel: 80; aluminium: 32,"Transverse butt weld ground flush,
NDT, at crossing flanges with welded
triangular transition plates, weld ends
ground.
Crack starting at butt weld.
For crack of throughgoing flange see
details 525 and 526!","All welds ground flush to surface, grinding paralell to
direction of stress. Plate edges to be ground flush in
direction of stress.

Welded from both sides. Misalignment <10%",assets/details/iiw-055-t01-d01.png,extracted_not_engineering_validated
iiw-055-t01-d02,iiw,55,3.2-1,244,steel: 71; aluminium: 28,"Transverse butt weld, NDT, at crossing
flanges, with welded triangular transi-
tion plates, weld ends ground.
Crack starting at butt weld.

For crack of throughgoing flange see
details 525 and 526!","Plate edges to be ground flush in direction of stress.

Welded from both sides.Misalignment <10%",assets/details/iiw-055-t01-d02.png,extracted_not_engineering_validated
iiw-055-t01-d03,iiw,55,3.2-1,245,steel: 50; aluminium: 20,"Transverse butt weld at crossing flan-
ges.
Crack starting at butt weld.

For crack of throughgoing flange see
details 525 and 526!",Welded from both sides.Misalignment <10%,assets/details/iiw-055-t01-d03.png,extracted_not_engineering_validated
iiw-056-t01-d01,iiw,56,3.2-1,311,"steel: 125



90; aluminium: 50



36","Automatic longitudinal seam welds wit-
hout stop/start positions in hollow sec-
tions

with stop/start positions",,assets/details/iiw-056-t01-d01.png,extracted_not_engineering_validated
iiw-056-t01-d02,iiw,56,3.2-1,312,steel: 125; aluminium: 50,"Longitudinal butt weld, both sides
ground flush parallel to load direction",,assets/details/iiw-056-t01-d02.png,extracted_not_engineering_validated
iiw-056-t01-d03,iiw,56,3.2-1,313,"steel: 125


90; aluminium: 50


36","Longitudinal butt weld, without
stop/start positions, NDT

with stop/start positions",,assets/details/iiw-056-t01-d03.png,extracted_not_engineering_validated
iiw-056-t01-d04,iiw,56,3.2-1,321,steel: 125; aluminium: 50,"Continuous automatic longitudinal fully
penetrated K-butt weld without stop/-
start positions (based on stress range in
flange) NDT","No start-Stop position is permitted except when the re-
pair is performed by a specialist and inspection is car-
ried out to verify the proper execution of the weld.",assets/details/iiw-056-t01-d04.png,extracted_not_engineering_validated
iiw-057-t01-d01,iiw,57,3.2-1,322,steel: 100; aluminium: 40,"Continuous automatic longitudinal dou-
ble sided fillet weld without stop/start
positions (based on stress range in flan-
ge)",Discussion: EC3 has 112 ??,assets/details/iiw-057-t01-d01.png,extracted_not_engineering_validated
iiw-057-t01-d02,iiw,57,3.2-1,323,steel: 90; aluminium: 36,"Continuous manual longitudinal fillet or
butt weld (based on stress range in flan-
ge)",,assets/details/iiw-057-t01-d02.png,extracted_not_engineering_validated
iiw-057-t01-d03,iiw,57,3.2-1,324,"steel: 80
71
63
56
50
45
40
36; aluminium: 32
28
25
22
20
18
16
14","Intermittent longitudinal fillet weld (ba-
sed on normal stress in flange F and
shear stress in web J at weld ends).
        J/F =   0
                 0.0 - 0.2
                 0.2 - 0.3
                 0.3 - 0.4
                 0.4 - 0.5
                 0.5 - 0.6
                 0.6 - 0.7
             > 0.7","Analysis based on normal stress in flange and shear
stress in web at weld ends.


representation by formula??

steel               but >=36



alum.               but >=14",assets/details/iiw-057-t01-d03.png,extracted_not_engineering_validated
iiw-058-t01-d01,iiw,58,3.2-1,325,"steel: 71
63
56
50
45
40
36; aluminium: 28
25
22
20
18
16
14","Longitudinal butt weld, fillet weld or
intermittent weld with cope holes (ba-
sed on normal stress in flange F and
shear stress in web J at weld ends), co-
pe holes not higher than 40% of web.
        J/F =   0
                 0.0 - 0.2
                 0.2 - 0.3
                 0.3 - 0.4
                 0.4 - 0.5
                 0.5 - 0.6
             > 0.6","Analysis based on normal stress in flange and shear
stress in web at weld ends.

representation by formula??

steel               but >=36



alum.               but >=14",assets/details/iiw-058-t01-d01.png,extracted_not_engineering_validated
iiw-059-t01-d01,iiw,59,3.2-1,331,steel: ---; aluminium: ---,"Joint at stiffened knuckle of a flange to
be assessed according to no. 411 - 414,
depending on type of joint.

Stress in stiffener plate:





        Af = area of flange
         ASt = area of stiffener

Stress in weld throat:





      Aw = area of weld throat",,assets/details/iiw-059-t01-d01.png,extracted_not_engineering_validated
iiw-060-t01-d01,iiw,60,3.2-1,332,steel: ---; aluminium: ---,"Unstiffened curved flange to web joint,
to be assessed according to no. 411 -
414, depending on type of joint.

Stress in web plate:





Stress in weld throat:





Ff axial force in flange
t thickness of web plate
a weld throat","The resulting force of Ff-left and Ff-right will bend the
flange perpenticular to the plane of main loading. In
oder to minimize this additional stressing of the welds,
it is recommended to minimize the width and to maxi-
mize the thickness of the flange.

Stress longitudinally to the weld is to be considered. At
additional shear, principle stress in web is to be consi-
red (see 321 to 323)",assets/details/iiw-060-t01-d01.png,extracted_not_engineering_validated
iiw-060-t01-d02,iiw,60,3.2-1,411,steel: 80; aluminium: 28,"Cruciform joint or T-joint, K-butt
welds, full penetration, no lamellar tea-
ring, misalignment e<0.15At, weld toes
ground, toe crack","Material quality of intermediate plate has to be checked
against susceptibility of lamellar tearing.

Misalignment <15% of primary plate.",assets/details/iiw-060-t01-d02.png,extracted_not_engineering_validated
iiw-061-t01-d01,iiw,61,3.2-1,412,"steel: 71




80; aluminium: 25




28","Cruciform joint or T-joint, K-butt
welds, full penetration, no lamellar tea-
ring, misalignment e<0.15At, toe crack

Single sided T-joints and cruciform
joints without misalignment","Material quality of intermediate plate has to be checked
against susceptibility of lamellar tearing.

Misalignment <15% of loaded plate.",assets/details/iiw-061-t01-d01.png,extracted_not_engineering_validated
iiw-061-t01-d02,iiw,61,3.2-1,413,steel: 63; aluminium: 22,"Cruciform joint or T-joint, fillet welds
or partial penetration K-butt welds, no
lamellar tearing, misalignment e<0.15At,
toe crack","Material quality of intermediate plate has to be checked
against susceptibility of lamellar tearing.

Misalignment <15% of loaded plate.

Also to be assessed as 414",assets/details/iiw-061-t01-d02.png,extracted_not_engineering_validated
iiw-061-t01-d03,iiw,61,3.2-1,414,"steel: 36



40; aluminium: 12



14","Cruciform joint or T-joint, fillet welds
or partial penetration K-butt welds in-
cluding toe ground joints,
weld root crack.
For a/t<=1/3","Analysis based on stress in weld throat Also to bes as-
sessed as 413.

Ratio a/t is calculated from weld throat over wall thick-
nes",assets/details/iiw-061-t01-d03.png,extracted_not_engineering_validated
iiw-061-t01-d04,iiw,61,3.2-1,415,"steel: 71

36; aluminium: 25

12","Cruciform joint or T-joint, single-sided
arc or laser beam welded V-butt weld,
full penetration, no lamellar tearing,
misalignment e< 0.15At, toe crack. Root
inspected.

If root is not inspected, then root crack",,assets/details/iiw-061-t01-d04.png,extracted_not_engineering_validated
iiw-062-t01-d01,iiw,62,3.2-1,416,"steel: 71





36; aluminium: 25





12","Cruciform joint or T-joint, single-sided
arc welded fillet or partial penetration
Y-butt weld, no lamellar tearing,
misalignment of plates e< 0.15At, stress
at weld root. Penetration verified.

Penetration not verified.","Analysis based on stress in weld root. Excentricity e of
plate t and weld throat a midpoints to be considered in
analysis. Stress at weld root:

)F w, root = )F w, nom A (1+6e/a)

e = excentricity between plate and weld throat a

An analysis by effective notch stress procedure is re-
commended",assets/details/iiw-062-t01-d01.png,extracted_not_engineering_validated
iiw-062-t01-d02,iiw,62,3.2-1,421,steel: 36; aluminium: 12,"Splice of rolled section with intermedia-
te plate, fillet welds,
weld root crack.
Analysis base on stress in weld throat.",,assets/details/iiw-062-t01-d02.png,extracted_not_engineering_validated
iiw-062-t01-d03,iiw,62,3.2-1,422,"steel: 56
50; aluminium: 22
20","Splice of circular hollow section with
intermediate plate, singlesided butt
weld, toe crack
        wall thickness > 8 mm
        wall thickness < 8 mm","Welds NDT inspected in order to ensure full root pene-
tration.",assets/details/iiw-062-t01-d03.png,extracted_not_engineering_validated
iiw-063-t01-d01,iiw,63,3.2-1,423,"steel: 45
40; aluminium: 16
14","Splice of circular hollow section with
intermediate plate, fillet weld, root
crack. Analysis based on stress in weld
throat.

        wall thickness > 8 mm
        wall thickness < 8 mm",,assets/details/iiw-063-t01-d01.png,extracted_not_engineering_validated
iiw-063-t01-d02,iiw,63,3.2-1,424,"steel: 50
45; aluminium: 20
18","Splice of rectangular hollow section,
single-sided butt weld, toe crack
        wall thickness > 8 mm
        wall thickness < 8 mm","Welds NDT inspected in order to ensure full root pene-
tration.",assets/details/iiw-063-t01-d02.png,extracted_not_engineering_validated
iiw-063-t01-d03,iiw,63,3.2-1,425,"steel: 40
36; aluminium: 16
14","Splice of rectangular hollow section
with intermediate plate, fillet welds,
root crack
        wall thickness > 8 mm
        wall thickness < 8 mm",,assets/details/iiw-063-t01-d03.png,extracted_not_engineering_validated
iiw-064-t01-d01,iiw,64,3.2-1,431,steel: ---; aluminium: ---,"Weld connecting web and flange, loa-
ded by a concentrated force in web pla-
ne perpendicular to weld. Force distri-
buted on width b = 2Ah + 50 mm.
Assessment according to no. 411 - 414.
A local bending due to eccentric load
should be considered.",Full penetration butt weld.,assets/details/iiw-064-t01-d01.png,extracted_not_engineering_validated
iiw-064-t01-d02,iiw,64,3.2-1,511,"steel: 100
100
80
71; aluminium: 36
36
28
25","Transverse non-load-carrying attach-
ment, not thicker than main plate
        K-butt weld, toe ground
       Two-sided fillets, toe ground
          Fillet weld(s), as welded
         thicker than main plate","Grinding parallel to stress



At one sided fillet welds, an angular misalignment cor-
responding to km = 1.2 is already covered",assets/details/iiw-064-t01-d02.png,extracted_not_engineering_validated
iiw-064-t01-d03,iiw,64,3.2-1,512,"steel: 100
100
80
71; aluminium: 36
36
28
25","Transverse stiffener welded on girder
web or flange, not thicker than main
plate.
        K-butt weld, toe ground
       Two-sided fillets, toe ground
           fillet weld(s): as welded
         thicker than main plate",For weld ends on web principle stress to be used,assets/details/iiw-064-t01-d03.png,extracted_not_engineering_validated
iiw-065-t01-d01,iiw,65,3.2-1,513,"steel: 80
71
63
50; aluminium: 28
25
20
18","Non-loadcarrying rectangular or circu-
lar flat attachments or studs
Non-loadcarrying studs, as welded

L # 50 mm
L >50 and # 150 mm
L >150 and # 300 mm
L > 300 mm",,assets/details/iiw-065-t01-d01.png,extracted_not_engineering_validated
iiw-065-t01-d02,iiw,65,3.2-1,514,steel: 71; aluminium: 25,"Trapezoidal stiffener to deck plate, full
penetration butt weld, calculated on
basis of stiffener thickness, out of plane
bending",,assets/details/iiw-065-t01-d02.png,extracted_not_engineering_validated
iiw-065-t01-d03,iiw,65,3.2-1,515,steel: 50; aluminium: 16,"Trapezoidal stiffener to deck plate, fillet
or partial penetration weld, out of plane
bending","Calculation on basis of stiffener thickness and weld
throat, whichever is smaller",assets/details/iiw-065-t01-d03.png,extracted_not_engineering_validated
iiw-066-t01-d01,iiw,66,3.2-1,521,"steel: 80
71
63
50; aluminium: 28
25
20
18","Longitudinal fillet welded gusset at
length l
                          l < 50 mm
                          l < 150 mm
                          l < 300 mm
                          l > 300 mm","For gusset near edge: see 525 ""flat side gusset""

If attachement thickness < 1/2 of base plat thickness,
then one step higher allowed (not for welded on profi-
les!)",assets/details/iiw-066-t01-d01.png,extracted_not_engineering_validated
iiw-066-t01-d02,iiw,66,3.2-1,522,steel: 90; aluminium: 32,"Longitudinal fillet welded gusset with
radius transition, end of fillet weld rein-
forced and ground,

        c < 2 t, max 25 mm
           r > 150 mm",t = thickness of attachment,assets/details/iiw-066-t01-d02.png,extracted_not_engineering_validated
iiw-066-t01-d03,iiw,66,3.2-1,523,"steel: 71
63; aluminium: 25
20","Longitudinal fillet welded gusset with
smooth transition (sniped end or radius)
welded on beam flange or plate. c < 2 -
t, max 25 mm

           r > 0.5 h
           r < 0.5 h or n < 20°","t = thickness of attachment

If attachement thickness < 1/2 of base plat thickness,
then one step higher allowed (not for welded on profi-
les!)",assets/details/iiw-066-t01-d03.png,extracted_not_engineering_validated
iiw-067-t01-d01,iiw,67,3.2-1,524,"steel: 50
45; aluminium: t = thickness of attachment

For t2 < 0.7 t1, FAT rises 12%","Longitudinal flat side gusset welded on
plate edge or beam flange edge, with
smooth transition (sniped end or radi-
us). c < 2t2, max. 25 mm

           r > 0.5 h
           r < 0.5 h or n < 20°",,assets/details/iiw-067-t01-d01.png,extracted_not_engineering_validated
iiw-067-t01-d02,iiw,67,3.2-1,525,"steel: 50
45
40; aluminium: For t2 < 0.7 t1, FAT rises 12%","Longitudinal flat side gusset welded on
plate or beam flange edge, gusset length
l:
                          l < 150 mm
                          l < 300 mm
                          l > 300 mm",,assets/details/iiw-067-t01-d02.png,extracted_not_engineering_validated
iiw-067-t01-d03,iiw,67,3.2-1,526,"steel: 90
71
50; aluminium: Smooth transition radius formed by grinding the weld
area in transition in order to temove the weld toe com-
pletely. Grinding parallel to stress.","Longitudinal flat side gusset welded on
edge of plate or beam flange, radius
transition ground.
       r>150 or r/w > 1/3
        1/6 < r/w < 1/3
        r/w < 1/6",,assets/details/iiw-067-t01-d03.png,extracted_not_engineering_validated
iiw-067-t01-d04,iiw,67,3.2-1,531,"steel: 71; aluminium: Non load-carrying welds. Width parallel to stress direc-
tion < 100 mm.","Circular or rectangular hollow section,
fillet welded to another section. Section
width parallel to stress direction < 100
mm, else like longitudinal attachment",,assets/details/iiw-067-t01-d04.png,extracted_not_engineering_validated
iiw-068-t01-d01,iiw,68,3.2-1,611,"aluminium: 22
16; steel: 63
45","Transverse loaded lap joint with fillet
welds
        Fatigue of parent metal
        Fatigue of weld throat","Stresses to be calculated in the main plate using a plate
width equalling the weld length.
Buckling avoided by loading or design!",assets/details/iiw-068-t01-d01.png,extracted_not_engineering_validated
iiw-068-t01-d02,iiw,68,3.2-1,612,"aluminium: 18

18; steel: 50

50","Longitudinally loaded lap joint with
side fillet welds
        Fatigue of parent metal
        Fatigue of weld (calc. on max.
       weld length of 40 times the
         throat of the weld","Weld terminations more than 10 mm from plate edge.
Buckling avoided by loading or design!

For verification of parent metal, the higher stress of
both members has to be taken.",assets/details/iiw-068-t01-d02.png,extracted_not_engineering_validated
iiw-068-t01-d03,iiw,68,3.2-1,613,"aluminium: 22
20
18; steel: 63
56
50","Lap joint gusset, fillet welded, non-
load-carrying, with smooth transition
(sniped end with n<20° or radius),
welded to loaded element c<2At,
but c <= 25 mm
         to flat bar
         to bulb section
         to angle section",t = thickness of gusset plate,assets/details/iiw-068-t01-d03.png,extracted_not_engineering_validated
iiw-068-t01-d04,iiw,68,3.2-1,614,"aluminium: 22

12; steel: 63

36","Transverse loaded overlap joint with
fillet welds.
Stress in plate at weld toe (toe crack)

Stress in weld throat (root crack)","Stresses to be calculated using a plate width equalling
the weld length.
For stress in plate, excenticity to be considered, as gi-
ven in chapters 3.8.2 and 6.3.
Both failure modes have to be assessed separately.",assets/details/iiw-068-t01-d04.png,extracted_not_engineering_validated
iiw-069-t01-d01,iiw,69,3.2-1,711,"steel: 56
50
45; aluminium: 20
18
16","End of long doubling plate on I-beam,
welded ends (based on stress range in
flange at weld toe)
          tD # 0.8 t
         0.8 t < tD # 1.5 t
          tD > 1.5 t",,assets/details/iiw-069-t01-d01.png,extracted_not_engineering_validated
iiw-069-t01-d02,iiw,69,3.2-1,712,"steel: 71
63
56; aluminium: 28
25
22","End of long doubling plate on beam,
reinforced welded ends ground (based
on stress range in flange at weld toe)
          tD # 0.8 t
         0.8 t < tD # 1.5 t
          tD > 1.5 t",,assets/details/iiw-069-t01-d02.png,extracted_not_engineering_validated
iiw-069-t01-d03,iiw,69,3.2-1,721,steel: 50; aluminium: 20,"End of reinforcement plate on rectangu-
lar hollow section.

  wall thickness:
     t < 25 mm",,assets/details/iiw-069-t01-d03.png,extracted_not_engineering_validated
iiw-070-t01-d01,iiw,70,3.2-1,731,"steel: 80
71; aluminium: 32
25","Reinforcements welded on with fillet
welds, toe ground
Toe as welded","Grinding in direction of stress!

Analysis based on modified nominal stress, however,
structural stress approach recommended.",assets/details/iiw-070-t01-d01.png,extracted_not_engineering_validated
iiw-070-t01-d02,iiw,70,3.2-1,811,steel: 71; aluminium: 25,"Stiff block flange, full penetration weld",,assets/details/iiw-070-t01-d02.png,extracted_not_engineering_validated
iiw-070-t01-d03,iiw,70,3.2-1,812,"steel: 63
36; aluminium: 22
12","Stiff block flange, partial penetration or
fillet weld
         toe crack in plate
         root crack in weld throat",,assets/details/iiw-070-t01-d03.png,extracted_not_engineering_validated
iiw-071-t01-d01,iiw,71,3.2-1,821,steel: 71; aluminium: 25,"Flat flange with > 80% full penetration
butt welds, modified nominal stress in
pipe, toe crack",Assessment by structural hot spot is recommended.,assets/details/iiw-071-t01-d01.png,extracted_not_engineering_validated
iiw-071-t01-d02,iiw,71,3.2-1,822,steel: 63; aluminium: 22,"Flat flange with fillet welds, modified
nominal stress in pipe, toe crack.",Assessment by structural hot spot is recommended.,assets/details/iiw-071-t01-d02.png,extracted_not_engineering_validated
iiw-071-t01-d03,iiw,71,3.2-1,831,steel: 80; aluminium: 28,"Tubular branch or pipe penetrating a
plate, K-butt welds.","If diameter > 50 mm, stress concentration of cutout has
to be considered

Assessment by structural hot spot is recommended.",assets/details/iiw-071-t01-d03.png,extracted_not_engineering_validated
iiw-071-t01-d04,iiw,71,3.2-1,832,"steel: 71


36; aluminium: 25


12","Tubular branch or pipe penetrating a
plate, fillet welds. Toe cracks.

Root cracks (analysis based on stress in
weld throat)","If diameter > 50 mm, stress concentration of cutout has
to be considered

Assessment by structural hot spot is recommended.",assets/details/iiw-071-t01-d04.png,extracted_not_engineering_validated
iiw-072-t01-d01,iiw,72,3.2-1,841,steel: 71; aluminium: 25,"Nozzle welded on plate, root pass re-
moved by drilling.","If diameter > 50 mm, stress concentration of cutout has
to be considered

Assessment by structural hot spot is recommended.",assets/details/iiw-072-t01-d01.png,extracted_not_engineering_validated
